"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","NCTC10047_2","NCTC10080_2","NCTC10436_2","NCTC13175_2","NCTC4840_2","NCTC5706_2","NCTC5716_2","NCTC5741_2","NCTC5791_2","NCTC6017_2"
"map","","type I methionyl aminopeptidase","10","10","1","1","6433","","","","794","794","794","4faf440b7ae03605f2bb8c219a1cbecd_8094","3a4164c7505bb5d25b67cc08b6e6c176_7703","1d003073a6ba14d334cd248f59261d0c_7441","8c337c75870066c7edf421eabf2a3849_7059","489654d668b099aba1108a156a10fb33_7331","e2beb81cc53f5f2dca879fc3cbafdbb5_7429","3769ff932ef4964888ed10339eca08e9_7575","34b0a8d969f18b9f4b245d9e2e270fbf_1772","f73384227e558735e4d06d33f21c4335_7177","2429ebe1b70a7dc44da671065d2f1e2f_7620"
"panF","","sodium/pantothenate symporter","10","10","1","1","7538","","","","1451","1451","1451","4faf440b7ae03605f2bb8c219a1cbecd_1040","3a4164c7505bb5d25b67cc08b6e6c176_942","1d003073a6ba14d334cd248f59261d0c_965","8c337c75870066c7edf421eabf2a3849_943","489654d668b099aba1108a156a10fb33_984","e2beb81cc53f5f2dca879fc3cbafdbb5_937","3769ff932ef4964888ed10339eca08e9_925","34b0a8d969f18b9f4b245d9e2e270fbf_7858","f73384227e558735e4d06d33f21c4335_940","2429ebe1b70a7dc44da671065d2f1e2f_961"
"argE","","acetylornithine deacetylase","10","10","1","1","4549","","","","1151","1151","1151","4faf440b7ae03605f2bb8c219a1cbecd_9566","3a4164c7505bb5d25b67cc08b6e6c176_9367","1d003073a6ba14d334cd248f59261d0c_8894","8c337c75870066c7edf421eabf2a3849_8470","489654d668b099aba1108a156a10fb33_8695","e2beb81cc53f5f2dca879fc3cbafdbb5_8777","3769ff932ef4964888ed10339eca08e9_8907","34b0a8d969f18b9f4b245d9e2e270fbf_313","f73384227e558735e4d06d33f21c4335_8561","2429ebe1b70a7dc44da671065d2f1e2f_9090"
"argO","","arginine exporter ArgO","10","10","1","1","4976","","","","635","635","635","4faf440b7ae03605f2bb8c219a1cbecd_1678","3a4164c7505bb5d25b67cc08b6e6c176_1742","1d003073a6ba14d334cd248f59261d0c_1753","8c337c75870066c7edf421eabf2a3849_1603","489654d668b099aba1108a156a10fb33_1645","e2beb81cc53f5f2dca879fc3cbafdbb5_1587","3769ff932ef4964888ed10339eca08e9_1647","34b0a8d969f18b9f4b245d9e2e270fbf_7212","f73384227e558735e4d06d33f21c4335_1594","2429ebe1b70a7dc44da671065d2f1e2f_1653"
"tusE","","sulfurtransferase TusE","10","10","1","1","3913","","","","329","329","329","4faf440b7ae03605f2bb8c219a1cbecd_6485","3a4164c7505bb5d25b67cc08b6e6c176_5975","1d003073a6ba14d334cd248f59261d0c_5826","8c337c75870066c7edf421eabf2a3849_5498","489654d668b099aba1108a156a10fb33_5754","e2beb81cc53f5f2dca879fc3cbafdbb5_5716","3769ff932ef4964888ed10339eca08e9_5888","34b0a8d969f18b9f4b245d9e2e270fbf_3350","f73384227e558735e4d06d33f21c4335_5441","2429ebe1b70a7dc44da671065d2f1e2f_5890"
"dedD","","cell division protein DedD","10","10","1","1","8175","","","","674","674","674","4faf440b7ae03605f2bb8c219a1cbecd_3226","3a4164c7505bb5d25b67cc08b6e6c176_3208","1d003073a6ba14d334cd248f59261d0c_3024","8c337c75870066c7edf421eabf2a3849_2816","489654d668b099aba1108a156a10fb33_2868","e2beb81cc53f5f2dca879fc3cbafdbb5_2920","3769ff932ef4964888ed10339eca08e9_3021","34b0a8d969f18b9f4b245d9e2e270fbf_5989","f73384227e558735e4d06d33f21c4335_2793","2429ebe1b70a7dc44da671065d2f1e2f_2943"
"moaA","","GTP 3',8-cyclase MoaA","10","10","1","1","7672","","","","989","989","989","4faf440b7ae03605f2bb8c219a1cbecd_6992","3a4164c7505bb5d25b67cc08b6e6c176_6447","1d003073a6ba14d334cd248f59261d0c_6221","8c337c75870066c7edf421eabf2a3849_5874","489654d668b099aba1108a156a10fb33_6156","e2beb81cc53f5f2dca879fc3cbafdbb5_6223","3769ff932ef4964888ed10339eca08e9_6354","34b0a8d969f18b9f4b245d9e2e270fbf_2969","f73384227e558735e4d06d33f21c4335_5944","2429ebe1b70a7dc44da671065d2f1e2f_6293"
"WP_000703964.1","","YidH family protein","10","10","1","1","6636","","","","347","347","347","4faf440b7ae03605f2bb8c219a1cbecd_81","3a4164c7505bb5d25b67cc08b6e6c176_62","1d003073a6ba14d334cd248f59261d0c_71","8c337c75870066c7edf421eabf2a3849_64","489654d668b099aba1108a156a10fb33_65","e2beb81cc53f5f2dca879fc3cbafdbb5_70","3769ff932ef4964888ed10339eca08e9_71","34b0a8d969f18b9f4b245d9e2e270fbf_8730","f73384227e558735e4d06d33f21c4335_69","2429ebe1b70a7dc44da671065d2f1e2f_73"
"WP_001670738.1","","DeoR/GlpR transcriptional regulator","10","10","1","1","2088","","","","791","791","791","4faf440b7ae03605f2bb8c219a1cbecd_4972","3a4164c7505bb5d25b67cc08b6e6c176_5079","1d003073a6ba14d334cd248f59261d0c_4704","8c337c75870066c7edf421eabf2a3849_5104","489654d668b099aba1108a156a10fb33_4482","e2beb81cc53f5f2dca879fc3cbafdbb5_4606","3769ff932ef4964888ed10339eca08e9_4631","34b0a8d969f18b9f4b245d9e2e270fbf_4440","f73384227e558735e4d06d33f21c4335_4339","2429ebe1b70a7dc44da671065d2f1e2f_4661"
"WP_000252975.1","","membrane protein","10","10","1","1","2358","","","","395","395","395","4faf440b7ae03605f2bb8c219a1cbecd_4233","3a4164c7505bb5d25b67cc08b6e6c176_5697","1d003073a6ba14d334cd248f59261d0c_4087","8c337c75870066c7edf421eabf2a3849_3754","489654d668b099aba1108a156a10fb33_3849","e2beb81cc53f5f2dca879fc3cbafdbb5_3879","3769ff932ef4964888ed10339eca08e9_4018","34b0a8d969f18b9f4b245d9e2e270fbf_5035","f73384227e558735e4d06d33f21c4335_3716","2429ebe1b70a7dc44da671065d2f1e2f_3981"
"WP_000776348.1","","YdeI family stress tolerance OB fold protein","10","10","1","1","994","","","","392","392","392","4faf440b7ae03605f2bb8c219a1cbecd_5398","3a4164c7505bb5d25b67cc08b6e6c176_4867","1d003073a6ba14d334cd248f59261d0c_4931","8c337c75870066c7edf421eabf2a3849_4890","489654d668b099aba1108a156a10fb33_4702","e2beb81cc53f5f2dca879fc3cbafdbb5_4820","3769ff932ef4964888ed10339eca08e9_4845","34b0a8d969f18b9f4b245d9e2e270fbf_4232","f73384227e558735e4d06d33f21c4335_4551","2429ebe1b70a7dc44da671065d2f1e2f_4885"
"WP_000785978.1","","very short patch repair endonuclease","10","10","1","1","3864","","","","467","470","469","4faf440b7ae03605f2bb8c219a1cbecd_4056","3a4164c7505bb5d25b67cc08b6e6c176_5872","1d003073a6ba14d334cd248f59261d0c_3776","8c337c75870066c7edf421eabf2a3849_3581","489654d668b099aba1108a156a10fb33_3676","e2beb81cc53f5f2dca879fc3cbafdbb5_3705","3769ff932ef4964888ed10339eca08e9_3845","34b0a8d969f18b9f4b245d9e2e270fbf_5208","f73384227e558735e4d06d33f21c4335_3543","2429ebe1b70a7dc44da671065d2f1e2f_3805"
"WP_001111006.1","","YlcI/YnfO family protein","10","10","1","1","3923","","","","170","170","170","4faf440b7ae03605f2bb8c219a1cbecd_6420","3a4164c7505bb5d25b67cc08b6e6c176_5958","1d003073a6ba14d334cd248f59261d0c_5787","8c337c75870066c7edf421eabf2a3849_5481","489654d668b099aba1108a156a10fb33_5739","e2beb81cc53f5f2dca879fc3cbafdbb5_5701","3769ff932ef4964888ed10339eca08e9_5871","34b0a8d969f18b9f4b245d9e2e270fbf_3367","f73384227e558735e4d06d33f21c4335_5424","2429ebe1b70a7dc44da671065d2f1e2f_5873"
"prgJ","","type III secretion system inner rod protein PrgJ","10","10","1","1","2769","","","","305","305","305","4faf440b7ae03605f2bb8c219a1cbecd_2124","3a4164c7505bb5d25b67cc08b6e6c176_2259","1d003073a6ba14d334cd248f59261d0c_2096","8c337c75870066c7edf421eabf2a3849_2018","489654d668b099aba1108a156a10fb33_2049","e2beb81cc53f5f2dca879fc3cbafdbb5_2006","3769ff932ef4964888ed10339eca08e9_2068","34b0a8d969f18b9f4b245d9e2e270fbf_6787","f73384227e558735e4d06d33f21c4335_1990","2429ebe1b70a7dc44da671065d2f1e2f_2083"
"chbA","","PTS N,N'-diacetylchitobiose transporter subunit IIA","10","10","1","1","1357","","","","347","347","347","4faf440b7ae03605f2bb8c219a1cbecd_5803","3a4164c7505bb5d25b67cc08b6e6c176_4461","1d003073a6ba14d334cd248f59261d0c_5316","8c337c75870066c7edf421eabf2a3849_4480","489654d668b099aba1108a156a10fb33_5117","e2beb81cc53f5f2dca879fc3cbafdbb5_5234","3769ff932ef4964888ed10339eca08e9_5266","34b0a8d969f18b9f4b245d9e2e270fbf_3820","f73384227e558735e4d06d33f21c4335_4968","2429ebe1b70a7dc44da671065d2f1e2f_5306"
"WP_017465583.1","","two-partner secretion translocator ZirT","10","10","1","1","2020","","","","976","1982","1881","4faf440b7ae03605f2bb8c219a1cbecd_4856","3a4164c7505bb5d25b67cc08b6e6c176_5185","1d003073a6ba14d334cd248f59261d0c_4596","8c337c75870066c7edf421eabf2a3849_4282","489654d668b099aba1108a156a10fb33_4372","e2beb81cc53f5f2dca879fc3cbafdbb5_4502","3769ff932ef4964888ed10339eca08e9_4523","34b0a8d969f18b9f4b245d9e2e270fbf_4544","f73384227e558735e4d06d33f21c4335_4231","2429ebe1b70a7dc44da671065d2f1e2f_4542"
"WP_023203144.1","","hypothetical protein","10","10","1","1","2098","","","","623","980","944","4faf440b7ae03605f2bb8c219a1cbecd_4988","3a4164c7505bb5d25b67cc08b6e6c176_5063","1d003073a6ba14d334cd248f59261d0c_4720","8c337c75870066c7edf421eabf2a3849_5088","489654d668b099aba1108a156a10fb33_4498","e2beb81cc53f5f2dca879fc3cbafdbb5_4622","3769ff932ef4964888ed10339eca08e9_4647","34b0a8d969f18b9f4b245d9e2e270fbf_4424","f73384227e558735e4d06d33f21c4335_4355","2429ebe1b70a7dc44da671065d2f1e2f_4679"
"citX","","citrate lyase holo-[acyl-carrier protein] synthase","10","10","1","1","3170","","","","551","551","551","4faf440b7ae03605f2bb8c219a1cbecd_7350","3a4164c7505bb5d25b67cc08b6e6c176_6811","1d003073a6ba14d334cd248f59261d0c_6639","8c337c75870066c7edf421eabf2a3849_6230","489654d668b099aba1108a156a10fb33_6503","e2beb81cc53f5f2dca879fc3cbafdbb5_6606","3769ff932ef4964888ed10339eca08e9_6737","34b0a8d969f18b9f4b245d9e2e270fbf_2620","f73384227e558735e4d06d33f21c4335_6329","2429ebe1b70a7dc44da671065d2f1e2f_6652"
"fimC","","type 1 fimbria chaperone FimC","10","10","1","1","715","","","","692","692","692","4faf440b7ae03605f2bb8c219a1cbecd_7483","3a4164c7505bb5d25b67cc08b6e6c176_6989","1d003073a6ba14d334cd248f59261d0c_6798","8c337c75870066c7edf421eabf2a3849_6363","489654d668b099aba1108a156a10fb33_6638","e2beb81cc53f5f2dca879fc3cbafdbb5_6739","3769ff932ef4964888ed10339eca08e9_6874","34b0a8d969f18b9f4b245d9e2e270fbf_2475","f73384227e558735e4d06d33f21c4335_6466","2429ebe1b70a7dc44da671065d2f1e2f_6795"
"torD","","molecular chaperone TorD","10","10","1","1","6787","","","","632","632","632","4faf440b7ae03605f2bb8c219a1cbecd_49","3a4164c7505bb5d25b67cc08b6e6c176_31","1d003073a6ba14d334cd248f59261d0c_31","8c337c75870066c7edf421eabf2a3849_31","489654d668b099aba1108a156a10fb33_35","e2beb81cc53f5f2dca879fc3cbafdbb5_39","3769ff932ef4964888ed10339eca08e9_39","34b0a8d969f18b9f4b245d9e2e270fbf_8763","f73384227e558735e4d06d33f21c4335_39","2429ebe1b70a7dc44da671065d2f1e2f_39"
"WP_001113454.1","","DUF202 domain-containing protein","10","10","1","1","6634","","","","362","362","362","4faf440b7ae03605f2bb8c219a1cbecd_83","3a4164c7505bb5d25b67cc08b6e6c176_64","1d003073a6ba14d334cd248f59261d0c_73","8c337c75870066c7edf421eabf2a3849_66","489654d668b099aba1108a156a10fb33_67","e2beb81cc53f5f2dca879fc3cbafdbb5_72","3769ff932ef4964888ed10339eca08e9_73","34b0a8d969f18b9f4b245d9e2e270fbf_8728","f73384227e558735e4d06d33f21c4335_71","2429ebe1b70a7dc44da671065d2f1e2f_75"
"WP_001531658.1","","EamA family transporter","10","10","1","1","6627","","","","860","860","860","4faf440b7ae03605f2bb8c219a1cbecd_99","3a4164c7505bb5d25b67cc08b6e6c176_78","1d003073a6ba14d334cd248f59261d0c_89","8c337c75870066c7edf421eabf2a3849_80","489654d668b099aba1108a156a10fb33_83","e2beb81cc53f5f2dca879fc3cbafdbb5_86","3769ff932ef4964888ed10339eca08e9_87","34b0a8d969f18b9f4b245d9e2e270fbf_8714","f73384227e558735e4d06d33f21c4335_85","2429ebe1b70a7dc44da671065d2f1e2f_89"
"tisB","","type I toxin-antitoxin system toxin TisB","10","10","1","1","6624","","","","89","89","89","4faf440b7ae03605f2bb8c219a1cbecd_101","3a4164c7505bb5d25b67cc08b6e6c176_80","1d003073a6ba14d334cd248f59261d0c_91","8c337c75870066c7edf421eabf2a3849_82","489654d668b099aba1108a156a10fb33_85","e2beb81cc53f5f2dca879fc3cbafdbb5_88","3769ff932ef4964888ed10339eca08e9_89","34b0a8d969f18b9f4b245d9e2e270fbf_8712","f73384227e558735e4d06d33f21c4335_87","2429ebe1b70a7dc44da671065d2f1e2f_91"
"ivbL","","ilvB operon leader peptide IvbL","10","10","1","1","6623","","","","98","98","98","4faf440b7ae03605f2bb8c219a1cbecd_105","3a4164c7505bb5d25b67cc08b6e6c176_84","1d003073a6ba14d334cd248f59261d0c_95","8c337c75870066c7edf421eabf2a3849_86","489654d668b099aba1108a156a10fb33_89","e2beb81cc53f5f2dca879fc3cbafdbb5_92","3769ff932ef4964888ed10339eca08e9_93","34b0a8d969f18b9f4b245d9e2e270fbf_8708","f73384227e558735e4d06d33f21c4335_91","2429ebe1b70a7dc44da671065d2f1e2f_95"
"ilvB","","acetolactate synthase large subunit","10","10","1","1","6622","","","","1688","1730","1692","4faf440b7ae03605f2bb8c219a1cbecd_107","3a4164c7505bb5d25b67cc08b6e6c176_86","1d003073a6ba14d334cd248f59261d0c_97","8c337c75870066c7edf421eabf2a3849_88","489654d668b099aba1108a156a10fb33_91","e2beb81cc53f5f2dca879fc3cbafdbb5_94","3769ff932ef4964888ed10339eca08e9_95","34b0a8d969f18b9f4b245d9e2e270fbf_8706","f73384227e558735e4d06d33f21c4335_93","2429ebe1b70a7dc44da671065d2f1e2f_97"
"WP_000948174.1","","MFS transporter","10","10","1","1","6615","","","","1328","1329","1328","4faf440b7ae03605f2bb8c219a1cbecd_123","3a4164c7505bb5d25b67cc08b6e6c176_102","1d003073a6ba14d334cd248f59261d0c_113","8c337c75870066c7edf421eabf2a3849_104","489654d668b099aba1108a156a10fb33_107","e2beb81cc53f5f2dca879fc3cbafdbb5_110","3769ff932ef4964888ed10339eca08e9_111","34b0a8d969f18b9f4b245d9e2e270fbf_8690","f73384227e558735e4d06d33f21c4335_109","2429ebe1b70a7dc44da671065d2f1e2f_113"
"WP_001519640.1","","DUF1198 domain-containing protein","10","10","1","1","6610","","","","452","452","452","4faf440b7ae03605f2bb8c219a1cbecd_127","3a4164c7505bb5d25b67cc08b6e6c176_106","1d003073a6ba14d334cd248f59261d0c_133","8c337c75870066c7edf421eabf2a3849_108","489654d668b099aba1108a156a10fb33_111","e2beb81cc53f5f2dca879fc3cbafdbb5_114","3769ff932ef4964888ed10339eca08e9_115","34b0a8d969f18b9f4b245d9e2e270fbf_8686","f73384227e558735e4d06d33f21c4335_113","2429ebe1b70a7dc44da671065d2f1e2f_117"
"WP_079795984.1","","Rpn family recombination-promoting nuclease/putative transposase","10","10","1","1","6589","","","","929","953","936","4faf440b7ae03605f2bb8c219a1cbecd_141","3a4164c7505bb5d25b67cc08b6e6c176_132","1d003073a6ba14d334cd248f59261d0c_155","8c337c75870066c7edf421eabf2a3849_148","489654d668b099aba1108a156a10fb33_153","e2beb81cc53f5f2dca879fc3cbafdbb5_154","3769ff932ef4964888ed10339eca08e9_141","34b0a8d969f18b9f4b245d9e2e270fbf_8644","f73384227e558735e4d06d33f21c4335_153","2429ebe1b70a7dc44da671065d2f1e2f_145"
"WP_000392700.1","","MgtC family protein","10","10","1","1","6587","","","","695","695","695","4faf440b7ae03605f2bb8c219a1cbecd_145","3a4164c7505bb5d25b67cc08b6e6c176_136","1d003073a6ba14d334cd248f59261d0c_159","8c337c75870066c7edf421eabf2a3849_152","489654d668b099aba1108a156a10fb33_157","e2beb81cc53f5f2dca879fc3cbafdbb5_158","3769ff932ef4964888ed10339eca08e9_145","34b0a8d969f18b9f4b245d9e2e270fbf_8640","f73384227e558735e4d06d33f21c4335_157","2429ebe1b70a7dc44da671065d2f1e2f_149"
"WP_000106461.1","","isochorismatase family protein","10","10","1","1","6584","","","","680","680","680","4faf440b7ae03605f2bb8c219a1cbecd_153","3a4164c7505bb5d25b67cc08b6e6c176_144","1d003073a6ba14d334cd248f59261d0c_167","8c337c75870066c7edf421eabf2a3849_160","489654d668b099aba1108a156a10fb33_165","e2beb81cc53f5f2dca879fc3cbafdbb5_166","3769ff932ef4964888ed10339eca08e9_153","34b0a8d969f18b9f4b245d9e2e270fbf_8632","f73384227e558735e4d06d33f21c4335_165","2429ebe1b70a7dc44da671065d2f1e2f_157"
"trmH","","tRNA (guanosine(18)-2'-O)-methyltransferase TrmH","10","10","1","1","6568","","","","689","689","689","4faf440b7ae03605f2bb8c219a1cbecd_178","3a4164c7505bb5d25b67cc08b6e6c176_181","1d003073a6ba14d334cd248f59261d0c_184","8c337c75870066c7edf421eabf2a3849_209","489654d668b099aba1108a156a10fb33_280","e2beb81cc53f5f2dca879fc3cbafdbb5_203","3769ff932ef4964888ed10339eca08e9_190","34b0a8d969f18b9f4b245d9e2e270fbf_8603","f73384227e558735e4d06d33f21c4335_194","2429ebe1b70a7dc44da671065d2f1e2f_222"
"WP_000380129.1","","JAB domain-containing protein","10","10","1","1","1515","","","","665","665","665","4faf440b7ae03605f2bb8c219a1cbecd_242","3a4164c7505bb5d25b67cc08b6e6c176_237","1d003073a6ba14d334cd248f59261d0c_212","8c337c75870066c7edf421eabf2a3849_237","489654d668b099aba1108a156a10fb33_308","e2beb81cc53f5f2dca879fc3cbafdbb5_231","3769ff932ef4964888ed10339eca08e9_218","34b0a8d969f18b9f4b245d9e2e270fbf_8575","f73384227e558735e4d06d33f21c4335_222","2429ebe1b70a7dc44da671065d2f1e2f_250"
"gluQRS","","tRNA glutamyl-Q(34) synthetase GluQRS","10","10","1","1","6398","","","","896","941","905","4faf440b7ae03605f2bb8c219a1cbecd_8146","3a4164c7505bb5d25b67cc08b6e6c176_7763","1d003073a6ba14d334cd248f59261d0c_7489","8c337c75870066c7edf421eabf2a3849_7119","489654d668b099aba1108a156a10fb33_7379","e2beb81cc53f5f2dca879fc3cbafdbb5_7475","3769ff932ef4964888ed10339eca08e9_7635","34b0a8d969f18b9f4b245d9e2e270fbf_1712","f73384227e558735e4d06d33f21c4335_7237","2429ebe1b70a7dc44da671065d2f1e2f_7682"
"rpmG","","50S ribosomal protein L33","10","10","1","1","1517","","","","143","167","164","4faf440b7ae03605f2bb8c219a1cbecd_246","3a4164c7505bb5d25b67cc08b6e6c176_241","1d003073a6ba14d334cd248f59261d0c_216","8c337c75870066c7edf421eabf2a3849_241","489654d668b099aba1108a156a10fb33_312","e2beb81cc53f5f2dca879fc3cbafdbb5_235","3769ff932ef4964888ed10339eca08e9_222","34b0a8d969f18b9f4b245d9e2e270fbf_8571","f73384227e558735e4d06d33f21c4335_226","2429ebe1b70a7dc44da671065d2f1e2f_254"
"rfaC","","lipopolysaccharide heptosyltransferase RfaC","10","10","1","1","1533","","","","953","953","953","4faf440b7ae03605f2bb8c219a1cbecd_276","3a4164c7505bb5d25b67cc08b6e6c176_271","1d003073a6ba14d334cd248f59261d0c_246","8c337c75870066c7edf421eabf2a3849_271","489654d668b099aba1108a156a10fb33_342","e2beb81cc53f5f2dca879fc3cbafdbb5_265","3769ff932ef4964888ed10339eca08e9_254","34b0a8d969f18b9f4b245d9e2e270fbf_8541","f73384227e558735e4d06d33f21c4335_258","2429ebe1b70a7dc44da671065d2f1e2f_286"
"WP_023204167.1","","glycosyltransferase","10","10","1","1","1736","","","","1034","1034","1034","4faf440b7ae03605f2bb8c219a1cbecd_288","3a4164c7505bb5d25b67cc08b6e6c176_281","1d003073a6ba14d334cd248f59261d0c_256","8c337c75870066c7edf421eabf2a3849_281","489654d668b099aba1108a156a10fb33_352","e2beb81cc53f5f2dca879fc3cbafdbb5_275","3769ff932ef4964888ed10339eca08e9_264","34b0a8d969f18b9f4b245d9e2e270fbf_8531","f73384227e558735e4d06d33f21c4335_268","2429ebe1b70a7dc44da671065d2f1e2f_296"
"grxC","","glutaredoxin 3","10","10","1","1","1732","","","","251","251","251","4faf440b7ae03605f2bb8c219a1cbecd_298","3a4164c7505bb5d25b67cc08b6e6c176_291","1d003073a6ba14d334cd248f59261d0c_266","8c337c75870066c7edf421eabf2a3849_291","489654d668b099aba1108a156a10fb33_362","e2beb81cc53f5f2dca879fc3cbafdbb5_285","3769ff932ef4964888ed10339eca08e9_274","34b0a8d969f18b9f4b245d9e2e270fbf_8521","f73384227e558735e4d06d33f21c4335_278","2429ebe1b70a7dc44da671065d2f1e2f_306"
"lldR","","transcriptional regulator LldR","10","10","1","1","1725","","","","776","776","776","4faf440b7ae03605f2bb8c219a1cbecd_310","3a4164c7505bb5d25b67cc08b6e6c176_309","1d003073a6ba14d334cd248f59261d0c_278","8c337c75870066c7edf421eabf2a3849_309","489654d668b099aba1108a156a10fb33_374","e2beb81cc53f5f2dca879fc3cbafdbb5_303","3769ff932ef4964888ed10339eca08e9_292","34b0a8d969f18b9f4b245d9e2e270fbf_8503","f73384227e558735e4d06d33f21c4335_296","2429ebe1b70a7dc44da671065d2f1e2f_324"
"WP_000665687.1","","YibL family ribosome-associated protein","10","10","1","1","1722","","","","362","362","362","4faf440b7ae03605f2bb8c219a1cbecd_314","3a4164c7505bb5d25b67cc08b6e6c176_317","1d003073a6ba14d334cd248f59261d0c_282","8c337c75870066c7edf421eabf2a3849_317","489654d668b099aba1108a156a10fb33_382","e2beb81cc53f5f2dca879fc3cbafdbb5_311","3769ff932ef4964888ed10339eca08e9_300","34b0a8d969f18b9f4b245d9e2e270fbf_8495","f73384227e558735e4d06d33f21c4335_304","2429ebe1b70a7dc44da671065d2f1e2f_332"
"WP_000193201.1","","MltR family transcriptional regulator","10","10","1","1","1718","","","","569","590","587","4faf440b7ae03605f2bb8c219a1cbecd_318","3a4164c7505bb5d25b67cc08b6e6c176_321","1d003073a6ba14d334cd248f59261d0c_286","8c337c75870066c7edf421eabf2a3849_321","489654d668b099aba1108a156a10fb33_386","e2beb81cc53f5f2dca879fc3cbafdbb5_315","3769ff932ef4964888ed10339eca08e9_304","34b0a8d969f18b9f4b245d9e2e270fbf_8491","f73384227e558735e4d06d33f21c4335_308","2429ebe1b70a7dc44da671065d2f1e2f_336"
"WP_000745961.1","","DUF1471 domain-containing protein","10","10","1","1","7427","","","","290","290","290","4faf440b7ae03605f2bb8c219a1cbecd_8381","3a4164c7505bb5d25b67cc08b6e6c176_8000","1d003073a6ba14d334cd248f59261d0c_7746","8c337c75870066c7edf421eabf2a3849_7332","489654d668b099aba1108a156a10fb33_7606","e2beb81cc53f5f2dca879fc3cbafdbb5_7702","3769ff932ef4964888ed10339eca08e9_7848","34b0a8d969f18b9f4b245d9e2e270fbf_1473","f73384227e558735e4d06d33f21c4335_7452","2429ebe1b70a7dc44da671065d2f1e2f_7915"
"WP_017466039.1","","4Fe-4S dicluster domain-containing protein","10","10","1","1","1689","","","","472","473","472","4faf440b7ae03605f2bb8c219a1cbecd_354","3a4164c7505bb5d25b67cc08b6e6c176_363","1d003073a6ba14d334cd248f59261d0c_330","8c337c75870066c7edf421eabf2a3849_367","489654d668b099aba1108a156a10fb33_428","e2beb81cc53f5f2dca879fc3cbafdbb5_357","3769ff932ef4964888ed10339eca08e9_346","34b0a8d969f18b9f4b245d9e2e270fbf_8445","f73384227e558735e4d06d33f21c4335_356","2429ebe1b70a7dc44da671065d2f1e2f_378"
"glyS","","glycine--tRNA ligase subunit beta","10","10","1","1","1678","","","","149","2069","1877","4faf440b7ae03605f2bb8c219a1cbecd_380","3a4164c7505bb5d25b67cc08b6e6c176_385","1d003073a6ba14d334cd248f59261d0c_356","8c337c75870066c7edf421eabf2a3849_389","489654d668b099aba1108a156a10fb33_452","e2beb81cc53f5f2dca879fc3cbafdbb5_379","3769ff932ef4964888ed10339eca08e9_370","34b0a8d969f18b9f4b245d9e2e270fbf_8423","f73384227e558735e4d06d33f21c4335_380","2429ebe1b70a7dc44da671065d2f1e2f_402"
"WP_000455790.1","","HTH-type transcriptional regulator","10","10","1","1","1675","","","","290","366","297","4faf440b7ae03605f2bb8c219a1cbecd_386","3a4164c7505bb5d25b67cc08b6e6c176_391","1d003073a6ba14d334cd248f59261d0c_380","8c337c75870066c7edf421eabf2a3849_409","489654d668b099aba1108a156a10fb33_468","e2beb81cc53f5f2dca879fc3cbafdbb5_385","3769ff932ef4964888ed10339eca08e9_376","34b0a8d969f18b9f4b245d9e2e270fbf_8409","f73384227e558735e4d06d33f21c4335_394","2429ebe1b70a7dc44da671065d2f1e2f_410"
"WP_000619902.1","","N-acetyltransferase","10","10","1","1","1673","","","","440","440","440","4faf440b7ae03605f2bb8c219a1cbecd_396","3a4164c7505bb5d25b67cc08b6e6c176_401","1d003073a6ba14d334cd248f59261d0c_390","8c337c75870066c7edf421eabf2a3849_419","489654d668b099aba1108a156a10fb33_478","e2beb81cc53f5f2dca879fc3cbafdbb5_395","3769ff932ef4964888ed10339eca08e9_386","34b0a8d969f18b9f4b245d9e2e270fbf_8399","f73384227e558735e4d06d33f21c4335_404","2429ebe1b70a7dc44da671065d2f1e2f_420"
"eptB","","kdo(2)-lipid A phosphoethanolamine 7''-transferase","9","9","1","1","1669","","","","1691","1691","1691","4faf440b7ae03605f2bb8c219a1cbecd_402","3a4164c7505bb5d25b67cc08b6e6c176_417","1d003073a6ba14d334cd248f59261d0c_396","8c337c75870066c7edf421eabf2a3849_435","489654d668b099aba1108a156a10fb33_484","e2beb81cc53f5f2dca879fc3cbafdbb5_411","3769ff932ef4964888ed10339eca08e9_402","34b0a8d969f18b9f4b245d9e2e270fbf_8383","f73384227e558735e4d06d33f21c4335_420",""
"WP_000964735.1","","lysoplasmalogenase","9","9","1","1","5710","","","","584","626","621","4faf440b7ae03605f2bb8c219a1cbecd_554","3a4164c7505bb5d25b67cc08b6e6c176_554","1d003073a6ba14d334cd248f59261d0c_541","","489654d668b099aba1108a156a10fb33_618","e2beb81cc53f5f2dca879fc3cbafdbb5_539","3769ff932ef4964888ed10339eca08e9_533","34b0a8d969f18b9f4b245d9e2e270fbf_8246","f73384227e558735e4d06d33f21c4335_551","2429ebe1b70a7dc44da671065d2f1e2f_571"
